Severity 1-day,Severity 2-day,Severity 3-day,Severity 4-day,Severity 5-day,Severity 6-day,Severity 7-day,Total Deaths Hospital,Hospital Name,CMS Certification Number,countyFIPS,CountyName,StateName,System Affiliation
1,1,1,2,2,2,2,0.59,Eagleville Hospital,390278,42091,Montgomery,Pennsylvania,"Not In Any System - ,"
1,1,1,2,2,2,2,0.59,Emanate Health Foothill Presbyterian Hospital,50597,6037,Los Angeles,California,"Emanate Health - Covina, CA"
1,2,2,2,2,2,2,0.59,Artesia General Hospital,320030,35015,Eddy,New Mexico,"Not In Any System - ,"
1,1,1,1,2,2,2,0.59,John F. Kennedy Memorial Hospital,50534,6065,Riverside,California,"TENET Healthcare - Dallas, TX"
1,1,1,2,2,2,2,0.58,Texas Health Arlington Medical Hospital,450064,48439,Tarrant,Texas,"Texas Health Resources - Arlington, TX"
1,1,1,1,2,2,2,0.58,Kindred Hospital - Louisville,182001,21111,Jefferson,Kentucky,"Kindred Healthcare - Louisville, KY"
1,1,1,1,2,2,2,0.58,Lehigh Valley Hospital-Hazleton,390185,42079,Luzerne,Pennsylvania,"Lehigh Valley Health Network - Allentown, PA"
1,1,2,2,2,2,2,0.58,CHI Saint Luke's Health - The Woodlands,450862,48339,Montgomery,Texas,"CommonSpirit Health - Englewood, CO"
1,2,3,3,3,3,3,0.58,Fulton State Hospital,264004,29027,Callaway,Missouri,"Missouri Department of Mental Health - Jefferson City, MO"
1,1,1,2,2,2,2,0.58,Dell Children's Medical Center of Central Texas,453310,48453,Travis,Texas,"Ascension Health - Saint Louis, MO"
1,2,2,2,2,2,2,0.57,MercyOne Dubuque Medical Center,160069,19061,Dubuque,Iowa,"MercyOne - West Des Moines, IA"
1,1,1,2,2,2,2,0.57,Casa Colina Hospital and Centers for Healthcare,50782,6037,Los Angeles,California,"Not In Any System - ,"
1,1,1,1,1,2,2,0.57,Doctors Hospital of Manteca,50118,6077,San Joaquin,California,"TENET Healthcare - Dallas, TX"
1,1,1,1,2,2,2,0.57,North Suburban Medical Center,60065,8001,Adams,Colorado,"HCA Healthcare - Nashville, TN"
1,1,1,1,2,2,2,0.57,AdventHealth Tampa,100173,12057,Hillsborough,Florida,"AdventHealth - Altamonte Springs, FL"
1,1,1,2,2,2,2,0.57,Franciscan Health  Hammond,150004,18089,Lake,Indiana,"Franciscan Health - Mishawaka, IN"
1,2,3,2,2,2,2,0.57,Saint Luke's Cushing Memorial Hospital,170133,20103,Leavenworth,Kansas,"Saint Luke's Health System - Kansas City, MO"
1,1,1,1,2,2,2,0.57,Saddleback Medical Center,50603,6059,Orange,California,"MemorialCare - Huntington Beach, CA"
1,2,2,2,2,2,2,0.57,Cass Regional Medical Center,261324,29037,Cass,Missouri,"Not In Any System - ,"
1,2,3,3,3,3,3,0.57,Novant Health Brunswick Medical Center,340158,37019,Brunswick,North Carolina,"Novant Health - Winston-Salem, NC"
1,2,3,2,2,2,2,0.57,Day Kimball Hospital,70003,9015,Windham,Connecticut,"Not In Any System - ,"
1,1,2,2,2,2,2,0.57,Poinciana Medical Center,100320,12097,Osceola,Florida,"HCA Healthcare - Nashville, TN"
1,1,1,1,2,2,2,0.56,Saint Catherine Hospital,150008,18089,Lake,Indiana,"Community Healthcare System - Munster, IN"
1,1,1,1,2,2,2,0.56,Franciscan Health Dyer Campus,150090,18089,Lake,Indiana,"Franciscan Health - Mishawaka, IN"
1,2,3,3,3,3,3,0.56,Little Colorado Medical Center,31311,4017,Navajo,Arizona,"Not In Any System - ,"
1,1,1,2,2,2,2,0.56,Sutter Delta Medical Center,50523,6013,Contra Costa,California,"Sutter Health - Sacramento, CA"
1,2,2,2,2,2,2,0.56,Milton S. Hershey Medical Center,390256,42043,Dauphin,Pennsylvania,"Penn State Health - Hershey, PA"
1,1,1,1,2,2,2,0.56,San Gorgonio Memorial Hospital,50054,6065,Riverside,California,"Not In Any System - ,"
1,1,1,2,2,2,2,0.56,Belmont Pines Hospital,364038,39155,Trumbull,Ohio,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,2,2,2,2,0.56,Doctors Hospital of Sarasota,100166,12115,Sarasota,Florida,"HCA Healthcare - Nashville, TN"
1,2,2,2,2,2,2,0.56,UPMC Carlisle,390058,42041,Cumberland,Pennsylvania,"University of Pittsburgh Medical Center (UPMC) - Pittsburgh, PA"
1,1,1,1,1,2,2,0.56,Hebrew Rehabilitation Center,222007,25025,Suffolk,Massachusetts,"Not In Any System - ,"
1,1,1,1,1,1,1,0.56,The Guidance Center,34023,4005,Coconino,Arizona,"Not In Any System - ,"
1,1,1,2,2,2,2,0.55,Leesburg Regional Medical Center,100084,12069,Lake,Florida,"Central Florida Health - Leesburg, FL"
1,1,1,1,1,2,2,0.55,INTEGRIS Southwest Medical Center,370106,40109,Oklahoma,Oklahoma,"INTEGRIS Health - Oklahoma City, OK"
1,1,1,2,2,2,2,0.55,Riveredge Hospital,144009,17031,Cook,Illinois,"Universal Health Services, Inc. - King of Prussia, PA"
1,1,1,1,1,2,2,0.55,Spaulding Rehabilitation Hospital Boston,223034,25025,Suffolk,Massachusetts,"Partners HealthCare System - Boston, MA"
1,1,1,2,2,2,2,0.55,Encompass Health Rehabilitation Hospital of Sunrise,103028,12011,Broward,Florida,"Encompass Health - Birmingham, AL"
1,2,3,2,2,2,2,0.55,CHRISTUS Saint Michael Health System,450801,48037,Bowie,Texas,"CHRISTUS Health - Irving, TX"
1,1,1,1,2,2,2,0.55,Fountain Valley Regional  Hospital and Medical Center,50570,6059,Orange,California,"TENET Healthcare - Dallas, TX"
1,1,1,2,2,2,2,0.55,CenterPointe Hospital,264012,29183,St. Charles,Missouri,"Not In Any System - ,"
1,2,2,2,2,2,2,0.55,Fort Walton Beach Medical Center,100223,12091,Okaloosa,Florida,"HCA Healthcare - Nashville, TN"
1,2,3,3,3,3,3,0.55,Barnesville Hospital,361321,39013,Belmont,Ohio,"Not In Any System - ,"
1,1,1,1,2,2,2,0.54,Lovelace Medical Center,320009,35001,Bernalillo,New Mexico,"Ardent Health Services - Nashville, TN"
1,1,1,2,2,2,2,0.54,Oklahoma State University Medical Center,370078,40143,Tulsa,Oklahoma,"Not In Any System - ,"
1,1,2,2,2,2,2,0.54,Cleveland Clinic Avon Hospital,360364,39093,Lorain,Ohio,"Cleveland Clinic Health System - Cleveland, OH"
1,2,2,2,2,2,2,0.54,Ruby Valley Medical Center,271319,30057,Madison,Montana,"Not In Any System - ,"
1,2,2,2,2,2,2,0.54,Davis Hospital and Medical Center,460041,49011,Davis,Utah,"Steward Health Care System - Boston, MA"
1,2,2,2,2,2,2,0.54,Guthrie Corning Hospital,330277,36101,Steuben,New York,"Guthrie Healthcare System - Sayre, PA"
1,2,2,2,2,2,2,0.54,UPMC Chautauqua,330239,36013,Chautauqua,New York,"University of Pittsburgh Medical Center (UPMC) - Pittsburgh, PA"
1,1,1,2,2,2,2,0.54,Houston Methodist The Woodlands Hospital,670122,48339,Montgomery,Texas,"Houston Methodist - Houston, TX"
1,1,1,2,2,2,2,0.54,South Lake Hospital,100051,12069,Lake,Florida,"Orlando Health - Orlando, FL"
1,1,1,1,1,1,1,0.54,Estes Park Medical Center,61312,8069,Larimer,Colorado,"Not In Any System - ,"
1,2,3,2,2,2,2,0.53,Catawba Valley Medical Center,340143,37035,Catawba,North Carolina,"Not In Any System - ,"
1,1,1,1,2,2,2,0.53,Community Heart And Vascular Hospital,150154,18097,Marion,Indiana,"Community Health Network - Indianapolis, IN"
1,1,1,2,2,2,2,0.53,Kessler Institute for Rehabilitation Marlton Campus,313032,34005,Burlington,New Jersey,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,1,2,2,0.53,Curahealth Stoughton,222002,25021,Norfolk,Massachusetts,"Curahealth (Nautic Partners, LLC) - Providence, RI"
1,1,1,1,2,2,2,0.53,TriStar Centennial Medical Center,440161,47037,Davidson,Tennessee,"HCA Healthcare - Nashville, TN"
1,1,2,2,2,2,2,0.53,University of Maryland Rehabilitaion and Orthopaedic Insitute,210058,24005,Baltimore,Maryland,"University of Maryland Medical System - Baltimore, MD"
1,1,1,1,2,2,2,0.53,Mercy Hospital of Folsom,50414,6067,Sacramento,California,"CommonSpirit Health - Englewood, CO"
1,1,1,1,1,2,2,0.53,CHI St. Vincent Infirmary,40007,5119,Pulaski,Arkansas,"CommonSpirit Health - Englewood, CO"
1,1,1,2,2,2,2,0.52,Progress West Hospital,260219,29183,St. Charles,Missouri,"BJC HealthCare - Saint Louis, MO"
1,1,1,1,1,2,2,0.52,Nashoba Valley Medical Center,220098,25017,Middlesex,Massachusetts,"Steward Health Care System - Boston, MA"
1,1,2,2,2,2,2,0.52,Samaritan Hospital - Saint Mary's Campus,330232,36083,Rensselaer,New York,"Trinity Health - Livonia, MI"
1,1,1,1,1,2,2,0.52,Platte Valley Medical Center,60004,8001,Adams,Colorado,"SCL Health - Denver, CO"
1,1,1,1,1,2,2,0.52,Encompass Health Rehabilitation Hospital of Colorado Springs,63030,8041,El Paso,Colorado,"Encompass Health - Birmingham, AL"
1,1,1,1,1,2,2,0.52,Orange Coast Memorial Medical Center,50678,6059,Orange,California,"MemorialCare - Huntington Beach, CA"
1,1,1,1,2,2,2,0.52,Desert Valley Hospital,50709,6071,San Bernardino,California,"Prime Healthcare Services, Inc. - Ontario, CA"
1,2,3,2,2,2,2,0.52,Broughton Hospital,344025,37023,Burke,North Carolina,"North Carolina Department of Health and Human Services - Raleigh, NC"
1,1,1,2,2,2,2,0.52,Covenant Children's Hospital,453306,48303,Lubbock,Texas,"Providence St. Joseph Health - Renton, WA"
1,1,1,1,1,1,2,0.52,Oro Valley Hospital,30114,4019,Pima,Arizona,"Community Health Systems, Inc. (CHS) - Franklin, TN"
1,1,2,2,2,2,2,0.52,Sutter Davis Hospital,50537,6113,Yolo,California,"Sutter Health - Sacramento, CA"
1,1,1,1,1,1,2,0.52,Saint Rose Hospital,50002,6001,Alameda,California,"Alecto Healthcare - Irvine, CA"
1,1,1,2,2,2,2,0.52,Adventist Medical Center,380060,41051,Multnomah,Oregon,"Adventist Health - Roseville, CA"
1,1,2,2,2,2,2,0.51,UNC Rockingham Health Care,340060,37157,Rockingham,North Carolina,"UNC Health Care - Chapel Hill, NC"
1,1,2,2,2,2,2,0.51,Mount Ascutney Hospital and Health Center,471302,50027,Windsor,Vermont,"Not In Any System - ,"
1,1,2,2,2,2,2,0.51,Bronson South Haven Hospital,230085,26159,Van Buren,Michigan,"Bronson Healthcare Group - Kalamazoo, MI"
1,1,1,2,2,2,2,0.51,Encompass Health Rehabilitation Hospital of Shelby County,13031,1117,Shelby,Alabama,"Encompass Health - Birmingham, AL"
1,1,2,2,3,3,3,0.51,Inova Fair Oaks Hospital,490101,51059,Fairfax,Virginia,"Inova Health System - Falls Church, VA"
1,1,2,2,2,2,2,0.51,Fort Sanders Regional Medical Center,440125,47093,Knox,Tennessee,"Covenant Health - Knoxville, TN"
1,1,1,2,2,2,2,0.51,USC Norris Comprehensive Cancer Center,50660,6037,Los Angeles,California,"Keck Medicine of USC - Los Angeles, CA"
1,2,3,2,2,2,2,0.51,BSA Hospital,450231,48375,Potter,Texas,"Not In Any System - ,"
1,1,1,2,2,2,2,0.51,Chicago Behavioral Hospital,144040,17031,Cook,Illinois,"US HealthVest - New York, NY"
1,1,1,2,2,2,2,0.51,Kindred Hospital - Chicago - Central Hospital,142009,17031,Cook,Illinois,"Kindred Healthcare - Louisville, KY"
1,1,1,1,2,2,2,0.51,Ellenville Regional Hospital,331310,36111,Ulster,New York,"Not In Any System - ,"
1,1,1,1,1,1,1,0.51, Adventist Health Simi Valley,50236,6111,Ventura,California,"Adventist Health - Roseville, CA"
1,1,1,1,1,1,2,0.51,Scripps Green Hospital,50424,6073,San Diego,California,"Scripps Health - San Diego, CA"
1,1,1,2,2,2,2,0.51,Natividad Medical Center,50248,6053,Monterey,California,"Not In Any System - ,"
1,1,1,2,2,2,2,0.5,Capital District Psychiatric Center,334046,36001,Albany,New York,"New York State Office of Mental Health - Albany, NY"
1,1,2,2,2,2,2,0.5,OSF Saint Elizabeth Medical Center,140110,17099,La Salle,Illinois,"OSF Healthcare System - Peoria, IL"
1,1,1,1,1,2,2,0.5,Saint Francis Healthcare,80003,10003,New Castle,Delaware,"Trinity Health - Livonia, MI"
1,1,2,2,2,2,2,0.5,West Valley Medical Center,130014,16027,Canyon,Idaho,"HCA Healthcare - Nashville, TN"
1,1,1,1,2,2,2,0.5,Catskill Regional Medical Center  Grover M. Hermann Hospital,331303,36105,Sullivan,New York,"Garnet Health - Middletown, NY"
1,1,1,2,2,2,2,0.5,Schwab Rehabilitation Hospital,143025,17031,Cook,Illinois,"Sinai Health System - Chicago, IL"
1,1,2,2,2,2,2,0.5,Mercy Health - Saint  Anne Hospital,360262,39095,Lucas,Ohio,"Bon Secours Mercy Health - Cincinnati, OH"
1,1,1,1,2,2,2,0.5,Milwaukee County Behavioral Health,524001,55079,Milwaukee,Wisconsin,"Not In Any System - ,"
1,1,2,2,2,2,2,0.5,Baylor Scott & White Medical Center Hillcrest,450101,48309,McLennan,Texas,"Baylor Scott & White Health - Dallas, TX"
1,1,1,2,2,2,2,0.5,Astria Toppenish Hospital,500037,53077,Yakima,Washington,"Astria Health - Sunnyside, WA"
1,1,1,1,2,2,2,0.5,Select Specialty Hospital - Pontiac,232030,26125,Oakland,Michigan,"Select Medical Corporation - Mechanicsburg, PA"
1,1,1,1,2,2,2,0.49,G. Werber Bryan Psychiatric Hospital,424005,45079,Richland,South Carolina,"South Carolina Department of Mental Health - Columbia, SC"
1,1,2,2,2,2,2,0.49,Cornerstone Specialty Hospitals Muskogee,372022,40101,Muskogee,Oklahoma,"Cornerstone Healthcare Group - Dallas, TX"
1,1,1,1,2,2,2,0.49,Mendota Mental Health Institute,524008,55025,Dane,Wisconsin,"Wisconsin Department of Health Services - Madison, WA"
1,1,1,2,2,2,2,0.49,Samaritan Hospital-Albany Memorial Campus,330003,36001,Albany,New York,"Trinity Health - Livonia, MI"
1,1,1,1,2,2,2,0.49,Straith Hospital,230071,26125,Oakland,Michigan,"Not In Any System - ,"
1,1,2,2,2,2,2,0.49,CHI Health Good Samaritan,280009,31019,Buffalo,Nebraska,"CommonSpirit Health - Englewood, CO"
1,1,1,2,2,2,2,0.49,AdventHealth Heart of Florida,100137,12105,Polk,Florida,"AdventHealth - Altamonte Springs, FL"
1,1,2,2,2,2,2,0.49,Saint Francis Downtown,420023,45045,Greenville,South Carolina,"Bon Secours Mercy Health - Cincinnati, OH"
1,1,1,1,2,2,2,0.49,Pioneer Specialty Hospital,232039,26125,Oakland,Michigan,"Not In Any System - ,"
1,1,1,1,1,2,2,0.49,Saint Luke's South Hospital,170185,20091,Johnson,Kansas,"Saint Luke's Health System - Kansas City, MO"
1,1,1,1,1,1,2,0.49,Abrazo West Campus,30110,4013,Maricopa,Arizona,"TENET Healthcare - Dallas, TX"
1,1,2,2,3,3,3,0.49,StoneSprings Hospital Center,490145,51107,Loudoun,Virginia,"HCA Healthcare - Nashville, TN"
1,1,2,2,2,2,2,0.49,Springfield Hospital,471306,50027,Windsor,Vermont,"Not In Any System - ,"
1,1,1,1,1,2,2,0.49,Children's Hospital of San Antonio,453315,48029,Bexar,Texas,"CHRISTUS Health - Irving, TX"
1,1,2,2,2,2,2,0.49,Bronson LakeView Hospital,231332,26159,Van Buren,Michigan,"Bronson Healthcare Group - Kalamazoo, MI"
1,1,1,1,1,2,2,0.49,WellStar Atlanta Medical Center - South Campus,110219,13121,Fulton,Georgia,"WellStar Health System - Marietta, GA"
1,1,1,1,1,1,2,0.49,Providence Medical Center,170146,20209,Wyandotte,Kansas,"Prime Healthcare Services, Inc. - Ontario, CA"
1,1,2,2,2,2,2,0.49,Cone Health Annie Penn Hospital,340007,37157,Rockingham,North Carolina,"Cone Health - Greensboro, NC"
1,1,2,2,2,2,2,0.49,Holston Valley Medical Center,440017,47163,Sullivan,Tennessee,"Ballad Health - Johnson City, TN"
1,1,1,1,2,2,2,0.49,The Connecticut Mental Health Center,74011,9009,New Haven,Connecticut,"State of Connecticut Department of Mental Health and Addiction Services - Hartford, CT"
1,1,2,2,2,2,2,0.49,Penn State Health Saint Joseph - Main Campus,390096,42011,Berks,Pennsylvania,"Penn State Health - Hershey, PA"
1,1,2,2,2,2,2,0.49,Ascension Northeast  Wisconsin Saint Elizabeth Campus,520009,55087,Outagamie,Wisconsin,"Ascension Health - Saint Louis, MO"
1,1,1,1,2,2,2,0.49,Acuity Specialty Hospital of Southern New Jersey,312022,34005,Burlington,New Jersey,"AcuityHealthcare - Charlotte, NC"
1,1,2,2,2,2,2,0.48,Woodland  Memorial Hospital,50127,6113,Yolo,California,"CommonSpirit Health - Englewood, CO"
1,1,2,2,2,2,2,0.48,Ascension Sacred Heart Hospital Pensacola,100025,12033,Escambia,Florida,"Ascension Health - Saint Louis, MO"
1,1,1,1,1,2,2,0.48,OrthoIndy Hospital,150160,18097,Marion,Indiana,"Not In Any System - ,"
1,2,2,2,2,2,2,0.48,Carolinas HealthCare System - Blue Ridge,340075,37023,Burke,North Carolina,"Atrium Health - Charlotte, NC"
1,1,2,2,2,2,2,0.48,IU Health Arnett Hospital,150173,18157,Tippecanoe,Indiana,"Indiana University Health - Indianapolis, IN"
1,1,1,1,1,2,2,0.48,UCHealth Grandview Hospital,60130,8041,El Paso,Colorado,"UCHealth - Aurora, CO"
1,1,2,2,2,2,2,0.48,Ascension St. Mary's Hospital,230077,26145,Saginaw,Michigan,"Ascension Health - Saint Louis, MO"
1,1,1,1,2,2,2,0.48,The Hospital of Central Connecticut  Bradley Memorial Campus,70009,9003,Hartford,Connecticut,"Hartford Healthcare - Hartford, CT"
1,1,2,2,2,2,2,0.48,Memorial Hospital,150058,18141,St. Joseph,Indiana,"Beacon Health System - South Bend, IN"
1,1,1,1,1,2,2,0.48,Walden Behavioral Care,224038,25017,Middlesex,Massachusetts,"Not In Any System - ,"
1,1,1,1,2,2,2,0.48,SSM Health Saint Clare Hospital -Baraboo,520057,55111,Sauk,Wisconsin,"SSM Health Care - Saint Louis, MO"
1,1,1,2,2,2,2,0.48,Spectrum Health Blodgett Hospital,230032,26081,Kent,Michigan,"Spectrum Health - Grand Rapids, MI"
1,1,1,1,1,1,2,0.48,New England Baptist Hospital,220088,25025,Suffolk,Massachusetts,"Beth Israel Lahey Health - Boston, MA"
1,1,2,2,2,2,2,0.48,Bay Medical Sacred Heart,100026,12005,Bay,Florida,"Ascension Health - Saint Louis, MO"
1,1,1,1,2,2,2,0.48,California Rehabilitation Institute,53039,6037,Los Angeles,California,"Not In Any System - ,"
1,1,1,1,1,1,2,0.47, Emory Hillandale Hospital,110226,13089,DeKalb,Georgia,"Emory Healthcare - Atlanta, GA"
1,1,1,2,2,2,2,0.47,Castle Rock Adventist Hospital,60125,8035,Douglas,Colorado,"AdventHealth - Altamonte Springs, FL"
1,1,1,2,2,2,2,0.47,Kapi'olani Medical Center for Women & Children,123300,15003,Honolulu,Hawaii,"Hawaii Pacific Health - Honolulu, HI"
1,1,1,1,1,2,2,0.47,Southwest General Health Center,360155,39035,Cuyahoga,Ohio,"Not In Any System - ,"
1,1,1,1,1,2,2,0.47,Crystal Clinic Orthopaedic Center,360351,39153,Summit,Ohio,"Not In Any System - ,"
1,1,1,1,1,2,2,0.47,Jeanes Hospital,390080,42101,Philadelphia,Pennsylvania,"Temple University Health System - Philadelphia, PA"
1,1,1,2,2,2,2,0.47,CHI St. Luke's Sugar Land Hospital,670053,48157,Fort Bend,Texas,"CommonSpirit Health - Englewood, CO"
1,1,1,1,2,2,2,0.47,Colorado Mental Health Institute at Pueblo,64001,8101,Pueblo,Colorado,"Colorado Department of Human Services - Denver, CO"
1,1,1,1,2,2,2,0.47,Community Rehabilitation Hospital South,153044,18081,Johnson,Indiana,"Not In Any System - ,"
1,2,2,2,2,2,2,0.47,Frye Regional Medical Center,340116,37035,Catawba,North Carolina,"Duke LifePoint Healthcare - Brentwood, TN"
1,1,1,1,2,2,2,0.47,Community Memorial Hospital,331316,36053,Madison,New York,"Not In Any System - ,"
1,1,2,2,2,2,2,0.47,Ascension Providence,450042,48309,McLennan,Texas,"Ascension Health - Saint Louis, MO"
1,1,1,1,2,2,2,0.47,Austin State Hospital,454084,48453,Travis,Texas,"Texas Health and Human Services - Austin, TX"
1,1,2,2,2,2,2,0.46,Akron General Lodi Hospital,361303,39103,Medina,Ohio,"Cleveland Clinic Health System - Cleveland, OH"
1,1,1,1,2,2,2,0.46,Monadnock Community Hospital,301309,33011,Hillsborough,New Hampshire,"Granite One Health - Manchester, NH"
1,1,2,2,2,2,2,0.46,Madison Valley Medical Center,271329,30057,Madison,Montana,"Not In Any System - ,"
1,1,1,1,1,2,2,0.46,Haverhill Pavilion,224039,25009,Essex,Massachusetts,"Acadia Healthcare - Franklin, TN"
1,1,1,2,2,2,2,0.46,Kaiser Permanente Moanalua Medical Center & Clinic,120011,15003,Honolulu,Hawaii,"Kaiser Permanente - Oakland, CA"
1,1,1,2,2,2,2,0.46,Allied Rehab Hospital,393030,42069,Lackawanna,Pennsylvania,"Allied Services - Scranton, PA"
1,1,1,1,1,2,2,0.46,Saint Christopher's Hospital for Children,393307,42101,Philadelphia,Pennsylvania,"Not In Any System - ,"
1,1,1,1,2,2,2,0.46,Legacy Good Samaritan Hospital,380017,41051,Multnomah,Oregon,"Legacy Health System - Portland, OR"
1,1,2,2,3,3,3,0.46,Encompass Health Rehabilitation Hospital of Northern Virginia,493033,51107,Loudoun,Virginia,"Encompass Health - Birmingham, AL"
1,1,1,1,1,2,2,0.46,Good Shepherd Rehabilitation Hospital - Allentown,393035,42077,Lehigh,Pennsylvania,"Good Shepherd - Allentown, PA"
1,1,1,1,1,1,2,0.45,Moreno Valley Medical Center,50765,6065,Riverside,California,"Kaiser Permanente - Oakland, CA"
1,1,1,1,2,2,2,0.45,New Braunfels Regional Rehabilitation Hospital,673049,48091,Comal,Texas,"Ernest Health, Inc. - Albuquerque, NM"
1,2,3,3,3,3,3,0.45,Acuity Specialty Hospital of Ohio Valley,362035,39013,Belmont,Ohio,"AcuityHealthcare - Charlotte, NC"
1,1,1,1,1,2,2,0.45,Desert Parkway Behavioral Healthcare Hospital,294013,32003,Clark,Nevada,"Signature Healthcare Services, LLC - Glendale, AZ"
1,1,1,1,1,2,2,0.45,Medical City Arlington,450675,48439,Tarrant,Texas,"HCA Healthcare - Nashville, TN"
1,1,1,1,1,2,2,0.45,Weisman Children's Rehabilitation Hospital,313302,34005,Burlington,New Jersey,"Not In Any System - ,"
1,1,1,1,1,2,2,0.45,Suburban Community Hospital,390116,42091,Montgomery,Pennsylvania,"Prime Healthcare Services, Inc. - Ontario, CA"
1,1,1,1,1,2,2,0.45,Texas Health HEB,450639,48439,Tarrant,Texas,"Texas Health Resources - Arlington, TX"
1,1,2,2,2,2,2,0.45,Ascension All Saints Hospital Wisconsin Avenue Campus,520094,55101,Racine,Wisconsin,"Ascension Health - Saint Louis, MO"
1,1,1,1,1,1,1,0.45,Saint Louise Regional Hospital,50688,6085,Santa Clara,California,"County of Santa Clara Health System - San Jose, CA"
1,1,2,2,2,2,2,0.45,Merit Health River Oaks,250138,28121,Rankin,Mississippi,"Community Health Systems, Inc. (CHS) - Franklin, TN"
1,1,1,1,1,2,2,0.45,Texas Health Southwest,450779,48439,Tarrant,Texas,"Texas Health Resources - Arlington, TX"
1,1,2,2,2,2,2,0.44,Texas Health Plano,450771,48085,Collin,Texas,"Texas Health Resources - Arlington, TX"
1,1,2,2,2,2,2,0.44,Coulee Medical Center,501308,53025,Grant,Washington,"Not In Any System - ,"
1,1,1,1,1,2,2,0.44,Texas Health Huguley Hospital Fort Worth South,450677,48439,Tarrant,Texas,"Not In Any System - ,"
1,1,2,2,3,3,3,0.44,Reston Hospital Center,490107,51059,Fairfax,Virginia,"HCA Healthcare - Nashville, TN"
1,1,1,1,1,2,2,0.44,Western Reserve Hospital,360150,39153,Summit,Ohio,"Not In Any System - ,"
1,1,1,1,1,2,2,0.44,Rehabilitation Hospital of Indiana,153028,18097,Marion,Indiana,"Not In Any System - ,"
1,1,1,1,1,1,2,0.44,Encompass Health Rehabilitation Hospital of Henderson,293032,32003,Clark,Nevada,"Encompass Health - Birmingham, AL"
1,1,2,2,2,2,2,0.44,Kearney Regional Medical Center,280134,31019,Buffalo,Nebraska,"Not In Any System - ,"
1,1,1,1,1,1,2,0.44,AdCare Hospital,220062,25027,Worcester,Massachusetts,"AdCare - Worcester, MA"
1,1,2,2,2,2,2,0.44,ThedaCare Regional Medical Center-Appleton,520160,55087,Outagamie,Wisconsin,"ThedaCare, Inc - Appleton, WI"
1,1,1,1,2,2,2,0.44,Select Specialty Hospital - Northwest Detroit,232032,26163,Wayne,Michigan,"Select Medical Corporation - Mechanicsburg, PA"
1,1,2,2,2,2,2,0.43,AdventHealth DeLand,100045,12127,Volusia,Florida,"AdventHealth - Altamonte Springs, FL"
1,1,2,2,2,2,2,0.43,Windham Hospital,70021,9015,Windham,Connecticut,"Hartford Healthcare - Hartford, CT"
1,1,1,1,1,1,2,0.43,Northside Hospital & Tampa Bay Heart Institute,100238,12103,Pinellas,Florida,"HCA Healthcare - Nashville, TN"
1,1,2,2,2,2,2,0.43,AdventHealth Fish Memorial,100072,12127,Volusia,Florida,"AdventHealth - Altamonte Springs, FL"
1,1,1,1,1,1,2,0.43,AHMC Anaheim Regional Medical Center,50226,6059,Orange,California,"AHMC Healthcare, Inc. - Alhambra, CA"
1,1,2,2,2,2,2,0.43,Belton Regional Medical Center,260214,29037,Cass,Missouri,"HCA Healthcare - Nashville, TN"
1,1,2,2,2,2,2,0.43,Saint John Hospital,170009,20103,Leavenworth,Kansas,"Prime Healthcare Services, Inc. - Ontario, CA"
1,1,1,2,2,2,2,0.43,Ascension Via Christi St. Francis,170122,20173,Sedgwick,Kansas,"Ascension Health - Saint Louis, MO"
1,1,1,1,2,2,2,0.43,Saint Mary Rehabilitation Hospital,393055,42017,Bucks,Pennsylvania,"Not In Any System - ,"
1,1,1,1,2,2,2,0.43,Phoenixville Hospital,390127,42029,Chester,Pennsylvania,"Tower Health - Reading, PA"
1,1,1,1,2,2,2,0.43,Rothman Orthopaedic Specialty Hospital,390322,42017,Bucks,Pennsylvania,"Not In Any System - ,"
1,1,1,1,1,2,2,0.43,Regional Medical Center Bayonet Point,100256,12101,Pasco,Florida,"HCA Healthcare - Nashville, TN"
1,1,1,1,1,2,2,0.42,Pacifica Hospital of the Valley,50378,6037,Los Angeles,California,"Not In Any System - ,"
1,1,2,2,2,2,2,0.42,NorthBay Medical Center,50367,6095,Solano,California,"NorthBay Healthcare System - Fairfield, CA"
1,1,1,1,1,1,1,0.42,Paradise Valley Hospital,50024,6073,San Diego,California,"Prime Healthcare Services, Inc. - Ontario, CA"
1,1,1,2,2,2,2,0.42,Kern Medical Center,50315,6029,Kern,California,"Not In Any System - ,"
1,1,1,1,1,1,1,0.42,Providence Willamette Falls Medical Center,380038,41005,Clackamas,Oregon,"Providence St. Joseph Health - Renton, WA"
1,1,1,1,2,2,2,0.42,Blake Medical Center,100213,12081,Manatee,Florida,"HCA Healthcare - Nashville, TN"
1,1,1,1,1,1,1,0.42,Orange County Global Medical Center,50746,6059,Orange,California,"KPC Healthcare, Inc - Santa Ana, CA"
1,1,1,2,2,2,2,0.42,Allegheny General Hospital,390050,42003,Allegheny,Pennsylvania,"Allegheny Health Network - Pittsburgh, PA"
1,2,2,2,2,2,2,0.42,Fulton Medical Center,260209,29027,Callaway,Missouri,"Not In Any System - ,"
1,1,1,2,2,2,2,0.41, University of Kansas Health System Saint Francis Campus,170016,20177,Shawnee,Kansas,"Not In Any System - ,"
